Station: Magadino-Cadenazzo
Rural, < 1000 m
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];SO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];EC [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2022 01:00;1.1;20.4;1.8;48.7;40.6;2.8;66.9;-0.5;0.0;0.0
01.01.2022 02:00;0.9;19.2;1.8;45.6;38.3;2.7;64.9;-0.7;0.0;0.0
01.01.2022 03:00;1.0;19.3;1.7;49.8;41.8;2.6;57.8;-0.6;0.0;0.0
01.01.2022 04:00;0.7;16.7;1.5;43.8;36.4;2.3;48.9;-0.9;0.0;0.0
01.01.2022 05:00;0.8;19.1;1.7;45.7;38.4;2.3;51.7;-0.7;0.0;0.0
01.01.2022 06:00;0.5;18.4;1.6;39.2;33.2;2.0;42.2;-0.9;0.0;0.0
01.01.2022 07:00;0.5;19.0;1.8;35.5;29.5;1.7;39.6;-0.8;0.0;0.0
01.01.2022 08:00;0.5;19.8;1.7;31.3;26.4;1.7;35.5;-0.7;0.0;0.0
01.01.2022 09:00;2.0;18.8;1.7;28.2;23.4;1.5;34.7;-0.5;0.0;15.7
01.01.2022 10:00;7.3;16.2;1.8;26.0;20.5;1.6;32.0;1.0;0.0;37.8
01.01.2022 11:00;13.6;16.9;2.4;21.8;17.5;1.2;34.1;3.7;0.0;206.5
01.01.2022 12:00;27.7;22.4;3.4;25.4;20.7;1.4;39.9;7.7;0.0;329.7
01.01.2022 13:00;40.6;22.5;3.5;26.8;20.6;1.3;33.6;10.8;0.0;357.2
01.01.2022 14:00;38.6;10.1;2.8;11.6;8.0;0.5;15.3;12.0;0.0;326.2
01.01.2022 15:00;38.5;10.4;2.4;10.7;7.6;0.6;14.3;10.9;0.0;222.7
01.01.2022 16:00;27.7;22.9;2.2;17.3;13.7;1.1;29.0;7.7;0.0;19.5
01.01.2022 17:00;8.8;38.1;2.0;20.4;15.4;1.1;49.3;5.4;0.0;2.8
01.01.2022 18:00;1.7;42.0;1.8;26.6;17.6;1.5;64.8;3.8;0.0;0.0
01.01.2022 19:00;1.1;41.1;1.5;28.1;17.2;1.9;83.8;2.4;0.0;0.0
01.01.2022 20:00;1.3;36.9;1.6;30.2;21.8;2.2;90.3;1.3;0.0;0.0
01.01.2022 21:00;0.8;31.6;1.3;24.7;17.8;1.9;71.5;0.6;0.0;0.0
01.01.2022 22:00;1.2;30.9;1.5;32.7;25.4;2.3;77.7;0.6;0.0;0.0
01.01.2022 23:00;1.1;27.0;1.3;32.5;25.9;2.2;66.4;0.2;0.0;0.0
02.01.2022 00:00;1.4;27.5;1.5;41.5;34.4;2.6;71.6;0.0;0.0;0.0
02.01.2022 01:00;1.0;23.1;1.2;37.4;30.7;2.3;60.4;-0.8;0.0;0.0
02.01.2022 02:00;0.8;22.4;1.4;37.2;31.2;2.3;58.7;-0.7;0.0;0.0
02.01.2022 03:00;1.0;21.0;1.3;35.5;30.1;2.1;57.9;-0.6;0.0;0.0
02.01.2022 04:00;0.8;18.1;1.1;32.6;26.7;2.1;50.2;-1.0;0.0;0.0
02.01.2022 05:00;0.6;17.2;1.1;31.4;26.4;2.0;50.4;-1.5;0.0;0.0
02.01.2022 06:00;0.6;16.0;1.1;29.9;24.9;1.9;48.4;-1.7;0.0;0.0
02.01.2022 07:00;0.6;15.8;1.2;28.0;23.7;1.9;47.7;-1.7;0.0;0.0
02.01.2022 08:00;0.7;15.2;1.2;25.0;21.1;1.8;46.5;-2.0;0.0;0.0
02.01.2022 09:00;1.3;15.4;1.4;24.9;20.8;1.9;48.5;-1.6;0.0;17.7
02.01.2022 10:00;3.1;15.9;1.9;20.9;17.2;1.7;50.7;0.0;0.0;89.8
02.01.2022 11:00;6.7;20.8;3.2;21.2;17.4;1.9;53.5;2.6;0.0;178.5
02.01.2022 12:00;16.5;25.6;4.1;28.0;23.7;2.2;50.3;5.5;0.0;283.8
02.01.2022 13:00;21.5;26.2;4.6;20.3;16.7;1.3;42.1;7.1;0.0;194.7
02.01.2022 14:00;24.7;17.1;3.8;17.5;13.0;0.9;26.3;8.0;0.0;197.2
02.01.2022 15:00;27.2;13.8;3.4;16.6;13.1;0.8;18.5;7.6;0.0;133.2
02.01.2022 16:00;28.1;15.8;2.9;18.4;15.4;0.8;18.6;7.5;0.0;59.5
02.01.2022 17:00;14.1;24.7;2.3;25.9;19.9;1.2;29.0;5.2;0.0;9.2
02.01.2022 18:00;2.1;33.4;2.0;29.1;23.3;1.7;43.0;3.6;0.0;0.0
02.01.2022 19:00;1.5;30.1;1.5;36.2;26.8;2.1;46.5;2.4;0.0;0.0
02.01.2022 20:00;1.1;28.5;1.5;36.6;28.9;2.1;54.3;1.2;0.0;0.0
02.01.2022 21:00;0.9;27.7;1.4;35.7;29.0;2.2;59.4;0.4;0.0;0.0
02.01.2022 22:00;1.0;26.7;1.4;40.0;33.5;2.7;70.4;0.0;0.0;0.0
02.01.2022 23:00;1.0;25.5;1.4;39.2;33.1;2.6;75.0;-0.4;0.0;0.0
03.01.2022 00:00;1.0;25.1;1.5;38.1;31.7;2.5;72.0;-0.2;0.0;0.0
03.01.2022 01:00;0.8;23.0;1.3;37.6;32.3;2.3;66.9;-0.7;0.0;0.0
03.01.2022 02:00;0.7;22.3;1.4;37.0;31.6;2.2;66.0;-1.1;0.0;0.0
03.01.2022 03:00;0.7;21.4;1.4;35.2;30.4;2.2;62.0;-1.0;0.0;0.0
03.01.2022 04:00;0.7;19.5;1.3;33.1;28.5;2.0;54.4;-1.4;0.0;0.0
03.01.2022 05:00;0.7;18.2;1.2;29.4;25.3;1.9;51.1;-1.6;0.0;0.0
03.01.2022 06:00;0.6;17.0;1.2;27.4;23.6;1.8;49.6;-1.8;0.0;0.0
03.01.2022 07:00;0.6;17.3;1.3;27.5;22.6;2.2;56.2;-1.5;0.0;0.0
03.01.2022 08:00;0.5;15.6;1.3;27.4;21.1;1.7;51.3;-1.7;0.0;0.0
03.01.2022 09:00;1.0;20.0;1.8;21.8;18.1;1.8;72.3;-1.3;0.0;12.8
03.01.2022 10:00;1.8;22.1;2.3;21.2;16.9;1.9;100.9;0.3;0.0;60.7
03.01.2022 11:00;3.2;23.6;2.8;20.5;16.1;2.0;107.0;1.5;0.0;155.3
03.01.2022 12:00;6.5;28.8;3.8;22.2;16.9;1.8;99.2;3.8;0.0;249.7
03.01.2022 13:00;11.6;29.8;4.4;17.0;14.0;1.2;68.2;5.5;0.0;247.3
03.01.2022 14:00;18.7;22.6;4.0;17.8;14.2;0.9;41.4;6.8;0.0;239.3
03.01.2022 15:00;23.0;22.4;4.0;17.9;13.0;0.9;36.9;7.5;0.0;214.5
03.01.2022 16:00;30.6;16.2;2.7;15.0;11.5;0.7;21.6;6.6;0.0;52.8
03.01.2022 17:00;9.2;36.0;2.2;25.4;16.4;1.3;55.4;4.3;0.0;6.8
03.01.2022 18:00;1.0;41.5;2.0;23.2;16.1;1.7;75.8;1.9;0.0;0.0
03.01.2022 19:00;1.0;39.3;2.0;30.6;21.0;2.0;104.6;1.5;0.0;0.0
03.01.2022 20:00;0.9;34.2;1.8;28.7;21.3;2.1;97.0;1.2;0.0;0.0
03.01.2022 21:00;1.0;34.6;2.1;32.1;24.7;2.3;98.6;1.8;0.0;0.0
03.01.2022 22:00;1.2;34.2;2.2;34.9;28.4;2.4;101.7;1.9;0.0;0.0
03.01.2022 23:00;1.1;27.9;1.9;36.3;30.7;2.3;81.3;1.4;0.0;0.0
04.01.2022 00:00;0.8;25.2;1.6;31.1;26.4;2.1;69.0;1.8;0.0;0.0
04.01.2022 01:00;0.9;24.9;1.7;30.4;27.3;2.1;63.0;2.1;0.0;0.0
04.01.2022 02:00;1.0;24.5;1.9;30.8;27.8;2.0;59.4;2.5;0.0;0.0
04.01.2022 03:00;1.0;23.2;1.9;30.6;27.6;2.0;56.5;2.7;0.0;0.0
04.01.2022 04:00;0.9;22.3;1.8;27.8;25.1;1.8;47.2;3.0;0.0;0.0
04.01.2022 05:00;0.8;22.4;2.1;25.9;23.7;1.7;47.0;3.1;0.0;0.0
04.01.2022 06:00;0.9;22.3;2.2;24.8;22.7;1.6;41.9;3.3;0.0;0.0
04.01.2022 07:00;1.0;24.0;3.3;23.9;20.8;1.4;35.9;3.8;0.0;0.0
04.01.2022 08:00;0.7;25.7;3.6;22.7;20.0;1.5;52.5;3.7;0.0;0.0
04.01.2022 09:00;1.0;27.7;4.2;25.3;21.1;1.8;83.0;3.8;0.0;0.0
04.01.2022 10:00;2.1;23.9;3.6;23.5;20.2;1.5;55.0;4.2;0.0;6.8
04.01.2022 11:00;3.4;25.6;3.9;22.7;20.0;1.5;56.7;5.1;0.0;48.2
04.01.2022 12:00;8.6;22.3;4.3;22.5;19.3;1.2;38.4;6.4;0.0;86.5
04.01.2022 13:00;10.8;23.9;4.6;23.8;21.2;1.1;39.7;7.2;0.0;104.7
04.01.2022 14:00;9.0;28.1;3.7;28.6;26.1;1.4;47.1;7.5;0.0;85.5
04.01.2022 15:00;9.1;30.0;3.1;32.0;29.6;1.4;46.0;7.6;0.0;59.0
04.01.2022 16:00;6.4;31.2;2.8;32.2;29.4;1.5;44.0;7.3;0.0;29.7
04.01.2022 17:00;3.6;34.6;2.7;32.1;29.7;1.7;50.8;6.8;0.0;1.5
04.01.2022 18:00;0.9;32.7;2.4;35.1;32.2;1.8;55.1;6.1;0.0;0.0
04.01.2022 19:00;0.9;34.4;2.5;36.7;33.3;2.0;63.7;5.9;0.0;0.0
04.01.2022 20:00;1.3;38.3;2.7;41.2;37.7;2.3;76.3;6.0;0.3;0.0
04.01.2022 21:00;1.0;29.5;1.9;38.3;35.5;2.0;54.2;5.3;0.1;0.0
04.01.2022 22:00;1.1;30.1;2.0;42.5;39.5;2.2;58.0;5.3;0.0;0.0
04.01.2022 23:00;1.1;25.7;1.7;38.5;36.2;2.2;55.9;5.2;0.2;0.0
05.01.2022 00:00;0.9;26.6;1.8;39.8;37.1;2.1;60.1;5.3;0.0;0.0
05.01.2022 01:00;0.9;25.8;1.8;35.4;36.1;2.0;57.6;5.1;0.2;0.0
05.01.2022 02:00;0.9;27.6;1.7;31.6;32.8;2.0;57.1;5.2;0.6;0.0
05.01.2022 03:00;0.7;25.7;1.5;28.2;29.8;1.8;54.4;5.1;1.0;0.0
05.01.2022 04:00;0.8;27.5;1.5;25.7;27.2;1.6;65.5;5.1;0.8;0.0
05.01.2022 05:00;0.7;32.3;1.5;23.7;25.1;1.7;72.0;5.1;1.5;0.0
05.01.2022 06:00;0.7;28.9;1.3;22.5;23.8;1.7;61.8;5.2;3.2;0.0
05.01.2022 07:00;2.5;30.1;1.3;14.9;15.3;1.1;46.0;6.0;1.5;0.0
05.01.2022 08:00;16.7;23.6;1.5;5.9;5.4;0.5;24.6;6.3;0.0;0.0
05.01.2022 09:00;23.9;20.0;1.5;5.1;4.7;0.4;21.1;6.8;0.1;1.8
05.01.2022 10:00;30.2;15.3;1.6;4.6;3.9;0.3;17.2;7.3;0.0;76.0
05.01.2022 11:00;37.4;11.6;2.0;3.9;3.0;0.3;14.5;8.3;0.0;121.3
05.01.2022 12:00;39.4;8.9;2.6;3.3;2.7;0.2;12.4;10.0;0.0;359.8
05.01.2022 13:00;52.6;6.6;2.3;1.8;1.2;0.1;8.7;12.2;0.0;365.8
05.01.2022 14:00;58.7;6.1;1.6;2.3;1.1;0.1;7.8;12.9;0.0;335.8
05.01.2022 15:00;67.1;2.6;0.7;1.5;0.3;0.0;2.7;12.8;0.0;265.3
05.01.2022 16:00;68.7;2.3;0.3;1.2;0.2;0.0;2.6;11.3;0.0;30.2
05.01.2022 17:00;71.8;2.0;0.2;1.3;0.2;0.0;2.1;10.3;0.0;8.7
05.01.2022 18:00;79.3;1.1;0.2;2.1;0.4;0.0;1.3;8.7;0.0;0.0
05.01.2022 19:00;83.7;1.1;0.2;2.8;0.6;0.1;1.2;7.8;0.0;0.0
05.01.2022 20:00;83.1;1.2;0.2;2.0;0.8;0.0;1.1;7.2;0.0;0.0
05.01.2022 21:00;79.3;1.1;0.2;2.1;0.9;0.0;1.2;6.8;0.0;0.0
05.01.2022 22:00;75.5;1.1;0.2;2.3;0.9;0.0;1.0;6.8;0.0;0.0
05.01.2022 23:00;72.7;1.0;0.2;2.1;0.8;0.0;1.2;6.8;0.0;0.0
06.01.2022 00:00;71.3;1.0;0.2;1.8;0.8;0.0;1.1;6.9;0.0;0.0
06.01.2022 01:00;70.3;0.9;0.2;2.3;0.8;0.0;1.2;6.8;0.0;0.0
06.01.2022 02:00;68.3;1.1;0.2;2.2;0.7;0.0;0.9;6.4;0.0;0.0
06.01.2022 03:00;66.7;1.2;0.2;1.5;0.7;0.0;1.2;6.6;0.0;0.0
06.01.2022 04:00;65.6;1.0;0.3;1.5;0.6;0.0;1.2;6.3;0.0;0.0
06.01.2022 05:00;62.9;1.1;0.2;1.5;0.6;0.0;1.3;5.8;0.0;0.0
06.01.2022 06:00;58.9;1.4;0.3;1.2;0.6;0.0;1.3;4.6;0.0;0.0
06.01.2022 07:00;52.8;2.2;0.4;1.9;1.0;0.0;2.4;2.5;0.0;0.0
06.01.2022 08:00;48.1;3.3;0.5;0.9;0.7;0.0;3.7;-0.3;0.0;0.0
06.01.2022 09:00;52.5;3.1;0.5;1.4;0.6;0.0;3.2;3.6;0.0;4.0
06.01.2022 10:00;61.4;2.2;0.4;1.9;0.6;0.0;2.3;6.1;0.0;22.3
06.01.2022 11:00;62.8;2.1;0.5;1.5;0.5;0.0;2.4;8.5;0.0;241.3
06.01.2022 12:00;67.0;1.3;0.4;1.3;0.4;0.0;1.8;9.8;0.0;344.8
06.01.2022 13:00;70.9;0.7;0.4;1.2;0.3;0.0;1.0;10.7;0.0;373.8
06.01.2022 14:00;72.1;0.6;0.4;1.3;0.3;0.0;0.9;11.1;0.0;347.8
06.01.2022 15:00;70.7;1.0;0.4;1.5;0.3;0.0;1.4;10.6;0.0;269.7
06.01.2022 16:00;69.2;1.5;0.4;1.1;0.4;0.1;1.8;9.1;0.0;31.8
06.01.2022 17:00;67.7;2.6;0.4;2.1;0.9;0.1;2.9;8.2;0.0;6.5
06.01.2022 18:00;68.1;2.5;0.4;2.6;0.9;0.1;2.6;7.7;0.0;0.0
06.01.2022 19:00;67.3;2.2;0.4;1.7;0.9;0.1;2.2;7.3;0.0;0.0
06.01.2022 20:00;65.8;2.3;0.6;1.8;1.0;0.1;2.5;6.4;0.0;0.0
06.01.2022 21:00;64.4;2.4;0.7;1.9;1.3;0.1;2.6;5.8;0.0;0.0
06.01.2022 22:00;59.4;3.8;0.9;3.3;2.0;0.1;3.7;4.4;0.0;0.0
06.01.2022 23:00;54.8;4.5;0.8;3.4;2.6;0.2;4.9;3.2;0.0;0.0
07.01.2022 00:00;43.3;6.4;0.8;4.3;3.3;0.2;6.6;0.9;0.0;0.0
07.01.2022 01:00;40.3;6.1;0.8;6.1;4.0;0.2;6.3;-1.0;0.0;0.0
07.01.2022 02:00;34.8;5.7;0.7;6.4;4.5;0.2;6.1;-1.4;0.0;0.0
07.01.2022 03:00;30.2;6.5;0.8;6.5;4.8;0.2;6.9;-2.3;0.0;0.0
07.01.2022 04:00;24.6;12.5;1.1;6.8;4.9;0.3;13.1;-2.5;0.0;0.0
07.01.2022 05:00;22.4;11.5;1.1;6.6;4.2;0.2;12.4;-2.8;0.0;0.0
07.01.2022 06:00;20.4;8.2;0.7;4.8;3.4;0.2;8.6;-3.6;0.0;0.0
07.01.2022 07:00;18.9;8.5;0.7;4.2;2.8;0.2;8.8;-3.7;0.0;0.0
07.01.2022 08:00;19.1;10.3;0.8;4.3;2.7;0.2;10.8;-3.2;0.0;0.0
07.01.2022 09:00;9.7;19.0;1.1;7.7;3.3;0.4;26.6;-2.7;0.0;18.3
07.01.2022 10:00;16.2;14.8;1.4;8.5;3.6;0.3;21.4;-1.6;0.0;72.8
07.01.2022 11:00;13.4;22.9;2.0;11.6;6.1;0.9;46.1;-0.5;0.0;99.2
07.01.2022 12:00;20.8;30.2;3.4;13.4;6.2;0.8;63.3;1.7;0.0;290.8
07.01.2022 13:00;25.1;29.7;3.6;14.6;6.6;0.7;50.5;2.5;0.0;218.7
07.01.2022 14:00;39.1;18.1;2.9;8.7;4.4;0.5;26.3;3.3;0.0;218.5
07.01.2022 15:00;48.7;12.0;2.4;5.7;2.8;0.3;16.0;5.0;0.0;317.0
07.01.2022 16:00;44.2;13.7;1.4;9.5;5.6;0.5;16.1;4.1;0.0;83.3
07.01.2022 17:00;50.0;10.7;1.2;6.5;4.0;0.3;11.5;2.9;0.0;9.5
07.01.2022 18:00;24.9;26.2;1.2;12.2;5.5;0.6;30.0;0.6;0.0;0.0
07.01.2022 19:00;5.1;43.8;1.4;25.6;14.4;1.4;58.3;-0.2;0.0;0.0
07.01.2022 20:00;5.2;39.0;1.1;17.3;10.1;1.4;49.5;-1.9;0.0;0.0
07.01.2022 21:00;2.3;34.0;1.1;24.0;15.7;1.3;43.8;-2.0;0.0;0.0
07.01.2022 22:00;2.0;38.3;1.4;26.5;19.0;1.6;52.3;-1.9;0.0;0.0
07.01.2022 23:00;1.3;34.0;1.0;22.8;17.2;1.4;42.6;-3.1;0.0;0.0
08.01.2022 00:00;1.5;33.2;1.1;25.5;18.3;1.5;45.7;-3.3;0.0;0.0
08.01.2022 01:00;1.7;31.2;1.1;26.2;20.8;1.4;45.3;-3.5;0.0;0.0
08.01.2022 02:00;1.0;28.4;1.0;25.7;19.7;1.3;38.6;-4.2;0.0;0.0
08.01.2022 03:00;1.0;27.6;1.0;23.6;18.1;1.3;46.9;-4.2;0.0;0.0
08.01.2022 04:00;0.9;28.9;1.2;22.9;17.7;1.3;49.3;-3.8;0.0;0.0
08.01.2022 05:00;1.6;30.5;1.6;17.3;13.8;0.9;39.1;-2.4;0.0;0.0
08.01.2022 06:00;2.3;27.1;1.2;16.3;12.7;0.9;31.8;-3.3;0.0;0.0
08.01.2022 07:00;1.7;26.7;1.1;16.6;12.5;1.0;32.7;-3.1;0.0;0.0
08.01.2022 08:00;1.7;26.4;1.2;14.5;11.3;1.0;35.2;-3.6;0.0;0.0
08.01.2022 09:00;3.1;24.4;1.5;15.6;11.3;1.0;42.4;-3.9;0.0;1.0
08.01.2022 10:00;6.1;23.9;2.1;15.8;10.9;1.1;50.3;-3.2;0.0;14.7
08.01.2022 11:00;13.3;23.9;2.6;17.3;11.9;1.1;55.3;-0.7;0.0;242.8
08.01.2022 12:00;22.6;22.9;2.5;13.0;8.9;0.8;42.1;1.7;0.0;317.2
08.01.2022 13:00;31.3;18.8;2.3;16.6;7.8;0.7;31.2;3.5;0.0;364.2
08.01.2022 14:00;41.5;19.6;2.3;9.8;5.5;0.4;29.0;5.0;0.0;346.2
08.01.2022 15:00;47.2;9.9;1.6;8.6;4.6;0.3;13.6;5.9;0.0;267.0
08.01.2022 16:00;44.9;11.5;1.3;9.9;5.9;0.5;13.3;2.8;0.0;51.0
08.01.2022 17:00;38.3;15.9;1.4;11.9;7.7;0.6;17.2;2.1;0.0;3.3
08.01.2022 18:00;27.9;21.7;1.1;13.6;9.1;0.7;22.4;1.1;0.0;0.0
08.01.2022 19:00;17.7;27.7;1.1;20.5;14.6;1.0;28.7;-0.6;0.0;0.0
08.01.2022 20:00;5.4;36.9;1.2;27.5;20.8;1.8;44.5;-1.3;0.0;0.0
08.01.2022 21:00;3.0;37.4;1.0;31.2;24.7;1.9;41.9;-1.6;0.0;0.0
08.01.2022 22:00;1.6;34.5;1.0;35.1;28.3;1.9;41.1;-1.7;0.0;0.0
08.01.2022 23:00;1.4;31.9;1.0;33.3;27.2;1.7;39.9;-1.7;0.0;0.0
09.01.2022 00:00;0.9;31.4;1.2;35.2;28.5;1.9;44.5;-1.3;0.0;0.0
09.01.2022 01:00;1.1;31.4;1.5;35.6;29.2;2.0;55.1;-0.8;0.0;0.0
09.01.2022 02:00;1.0;29.7;1.4;34.6;29.2;1.9;49.5;-0.9;0.0;0.0
09.01.2022 03:00;0.9;29.3;1.4;33.8;28.8;1.9;49.9;-0.6;0.0;0.0
09.01.2022 04:00;1.3;29.7;1.5;32.2;27.5;1.6;43.3;-0.2;0.0;0.0
09.01.2022 05:00;2.9;30.1;1.5;28.0;24.1;1.2;33.9;-0.4;0.0;0.0
09.01.2022 06:00;11.0;21.8;1.9;24.4;20.8;1.0;24.1;-0.4;0.0;0.0
09.01.2022 07:00;9.5;21.2;1.2;25.4;21.3;1.2;22.6;-1.8;0.0;0.0
09.01.2022 08:00;6.3;23.6;1.4;27.1;21.9;1.3;26.0;-1.3;0.0;0.0
09.01.2022 09:00;8.0;26.0;1.8;23.8;20.1;1.0;32.0;-0.1;0.0;6.3
09.01.2022 10:00;11.3;21.3;1.7;25.8;19.9;1.2;35.3;-1.0;0.0;20.2
09.01.2022 11:00;21.4;24.0;2.6;22.4;19.0;1.3;40.5;0.8;0.0;170.3
09.01.2022 12:00;33.3;19.0;2.3;17.5;14.6;0.9;29.9;2.8;0.0;249.8
09.01.2022 13:00;47.4;14.4;2.2;12.9;10.3;0.6;22.1;4.6;0.0;362.7
09.01.2022 14:00;64.9;6.7;1.6;6.3;4.6;0.3;8.7;5.7;0.0;344.0
09.01.2022 15:00;68.1;6.2;1.5;5.3;3.6;0.3;7.5;5.9;0.0;268.0
09.01.2022 16:00;43.9;27.3;1.6;11.1;6.7;0.9;35.0;3.7;0.0;67.2
09.01.2022 17:00;17.7;39.8;1.4;17.5;12.8;1.3;46.8;1.9;0.0;3.0
09.01.2022 18:00;12.6;40.9;1.3;22.5;16.8;1.3;43.5;0.3;0.0;0.0
09.01.2022 19:00;3.5;50.1;1.3;27.4;20.6;2.1;55.8;-0.8;0.0;0.0
09.01.2022 20:00;2.9;49.9;1.4;29.4;23.4;2.0;58.3;-0.9;0.0;0.0
09.01.2022 21:00;4.6;43.9;1.3;27.1;22.1;1.7;47.6;-1.4;0.0;0.0
09.01.2022 22:00;4.8;41.1;1.6;31.1;25.9;1.9;46.8;-2.0;0.0;0.0
09.01.2022 23:00;8.9;34.3;1.3;29.8;24.7;1.6;37.1;-2.4;0.0;0.0
10.01.2022 00:00;15.4;24.6;1.2;24.9;21.1;1.2;25.9;-2.0;0.0;0.0
10.01.2022 01:00;14.1;29.2;1.3;21.1;18.5;1.2;31.0;-2.2;0.0;0.0
10.01.2022 02:00;21.9;17.8;1.0;14.3;12.7;0.8;18.6;-2.9;0.0;0.0
10.01.2022 03:00;29.5;13.6;0.8;11.7;8.9;0.6;14.6;-2.5;0.0;0.0
10.01.2022 04:00;30.7;12.0;1.0;6.7;5.6;0.4;12.7;-2.7;0.0;0.0
10.01.2022 05:00;29.5;12.4;1.2;7.7;6.1;0.4;13.3;-2.5;0.0;0.0
10.01.2022 06:00;24.1;12.7;0.9;4.4;3.7;0.3;13.1;-2.9;0.0;0.0
10.01.2022 07:00;15.3;25.0;1.1;5.8;3.5;0.4;36.0;-3.6;0.0;0.0
10.01.2022 08:00;2.6;40.2;1.7;5.9;3.7;0.5;65.4;-3.6;0.0;0.0
10.01.2022 09:00;6.7;33.3;1.4;8.5;4.2;0.7;53.0;-3.3;0.0;1.5
10.01.2022 10:00;8.9;42.5;2.2;15.1;7.6;1.3;89.1;-2.6;0.0;15.3
10.01.2022 11:00;15.7;46.2;2.7;17.2;7.4;1.5;110.1;1.3;0.0;247.2
10.01.2022 12:00;51.8;21.8;1.6;12.1;3.4;0.5;38.8;7.5;0.0;343.0
10.01.2022 13:00;77.9;2.0;0.9;6.1;0.8;0.0;2.7;10.4;0.0;378.0
10.01.2022 14:00;81.3;1.6;0.7;4.7;0.7;0.0;1.8;10.7;0.0;355.5
10.01.2022 15:00;81.2;1.3;0.6;3.5;0.6;0.0;1.8;10.6;0.0;279.0
10.01.2022 16:00;78.3;2.2;0.5;5.1;0.8;0.0;2.4;9.2;0.0;85.5
10.01.2022 17:00;79.5;2.5;0.5;4.7;0.8;0.1;2.7;8.5;0.0;8.3
10.01.2022 18:00;79.9;2.4;0.4;6.5;1.1;0.1;2.5;8.0;0.0;0.0
10.01.2022 19:00;79.1;2.0;0.4;5.9;1.2;0.1;2.3;7.8;0.0;0.0
10.01.2022 20:00;78.3;1.5;0.4;5.5;1.1;0.0;1.8;7.7;0.0;0.0
10.01.2022 21:00;78.9;1.6;0.4;3.9;1.0;0.1;1.8;7.5;0.0;0.0
10.01.2022 22:00;77.1;2.1;0.4;3.7;1.3;0.1;2.3;7.5;0.0;0.0
10.01.2022 23:00;77.5;1.6;0.4;3.7;1.2;0.1;1.8;7.3;0.0;0.0
11.01.2022 00:00;74.7;1.7;0.4;2.4;1.0;0.1;1.9;6.9;0.0;0.0
11.01.2022 01:00;73.8;1.8;0.4;1.9;1.0;0.1;2.0;6.4;0.0;0.0
11.01.2022 02:00;71.2;2.0;0.4;1.6;1.0;0.1;2.1;6.2;0.0;0.0
11.01.2022 03:00;70.8;1.9;0.5;1.5;1.0;0.1;1.8;6.1;0.0;0.0
11.01.2022 04:00;72.1;1.7;0.5;1.6;1.0;0.1;1.9;6.2;0.0;0.0
11.01.2022 05:00;72.8;1.7;0.5;1.4;0.9;0.0;1.6;6.6;0.0;0.0
11.01.2022 06:00;70.8;2.8;0.5;1.8;1.0;0.1;3.1;6.2;0.0;0.0
11.01.2022 07:00;68.3;3.6;0.6;2.1;1.1;0.1;3.7;5.7;0.0;0.0
11.01.2022 08:00;61.9;7.5;0.7;3.6;1.4;0.1;7.4;5.3;0.0;0.0
11.01.2022 09:00;55.3;12.8;0.9;5.1;1.8;0.2;13.5;4.0;0.0;3.2
11.01.2022 10:00;58.5;10.7;1.4;6.3;2.0;0.2;12.3;4.6;0.0;23.0
11.01.2022 11:00;64.6;6.8;1.2;4.3;1.8;0.2;8.7;6.8;0.0;262.8
11.01.2022 12:00;69.8;6.0;1.0;4.2;1.7;0.1;8.1;8.4;0.0;351.7
11.01.2022 13:00;73.6;4.8;0.9;4.2;1.7;0.1;6.1;9.5;0.0;382.7
11.01.2022 14:00;68.7;9.8;1.1;7.8;2.9;0.3;12.9;9.3;0.0;356.8
11.01.2022 15:00;68.9;8.0;0.9;15.5;3.4;0.3;10.2;9.1;0.0;279.2
11.01.2022 16:00;37.0;44.4;1.5;41.2;7.8;0.8;73.1;6.4;0.0;90.7
11.01.2022 17:00;11.1;71.6;2.1;53.6;17.1;1.4;128.9;2.9;0.0;3.0
11.01.2022 18:00;3.8;60.5;1.8;30.0;15.6;1.5;91.4;1.2;0.0;0.0
11.01.2022 19:00;2.7;58.0;1.4;25.9;13.2;1.6;92.0;-0.1;0.0;0.0
11.01.2022 20:00;2.9;55.6;1.6;25.9;14.9;2.1;111.0;-0.9;0.0;0.0
11.01.2022 21:00;2.6;48.0;1.5;25.1;15.7;2.2;106.0;-2.2;0.0;0.0
11.01.2022 22:00;2.5;42.7;1.4;25.5;17.6;2.0;84.0;-2.5;0.0;0.0
11.01.2022 23:00;2.5;40.9;1.6;27.2;20.8;2.3;92.2;-3.0;0.0;0.0
12.01.2022 00:00;1.9;36.2;1.2;23.0;18.3;2.1;65.9;-3.3;0.0;0.0
12.01.2022 01:00;1.6;37.5;1.2;21.5;17.5;1.8;58.7;-3.4;0.0;0.0
12.01.2022 02:00;1.4;34.2;0.9;20.2;15.8;1.6;46.2;-4.3;0.0;0.0
12.01.2022 03:00;1.3;32.9;1.2;21.7;16.6;1.7;49.7;-4.3;0.0;0.0
12.01.2022 04:00;1.3;33.0;1.2;22.1;17.3;1.6;56.1;-4.8;0.0;0.0
