Station: Lausanne-César-Roux
Urban, traffic
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
05.03.2022 15:00;63.9;36.9;0.40;30.5;21.2;67.7;7.3;0.0;582.9
05.03.2022 16:00;69.7;32.6;0.40;26.8;18.4;51.9;8.3;0.0;460.4
05.03.2022 17:00;69.3;33.7;0.40;23.6;15.9;49.7;8.4;0.0;294.8
05.03.2022 18:00;66.9;37.6;0.30;18.0;12.9;53.7;7.9;0.0;118.6
05.03.2022 19:00;71.1;30.4;0.30;13.3;9.4;39.4;6.9;0.0;0.2
05.03.2022 20:00;74.6;20.7;0.20;10.2;6.8;22.7;5.9;0.0;-5.7
05.03.2022 21:00;76.5;15.0;0.20;13.8;9.7;16.3;5.1;0.0;-4.9
05.03.2022 22:00;75.3;13.5;0.20;19.0;13.4;14.9;4.4;0.0;-4.0
05.03.2022 23:00;74.3;12.9;0.20;21.1;15.2;14.0;4.0;0.0;-4.0
06.03.2022 00:00;70.9;15.6;0.20;20.5;14.9;17.4;3.5;0.0;-4.4
06.03.2022 01:00;59.7;24.6;0.20;22.1;15.9;28.7;2.8;0.0;-5.3
06.03.2022 02:00;41.7;38.7;0.30;22.9;17.2;46.0;2.2;0.0;-5.5
06.03.2022 03:00;53.7;23.1;0.20;22.1;16.6;25.4;1.4;0.0;-5.5
06.03.2022 04:00;54.7;18.9;0.20;21.6;16.1;20.6;0.9;0.0;-5.0
06.03.2022 05:00;56.0;13.7;0.20;21.1;15.6;15.2;0.2;;-4.6
06.03.2022 06:00;53.4;16.1;0.20;20.9;15.3;18.1;0.1;0.0;-4.0
06.03.2022 07:00;53.3;17.5;0.20;21.9;16.2;19.1;0.1;;-4.3
06.03.2022 08:00;57.6;15.1;0.20;23.0;16.9;16.3;0.1;0.0;14.6
06.03.2022 09:00;59.0;15.5;0.20;23.2;17.2;19.0;0.8;;79.8
06.03.2022 10:00;56.3;20.4;0.30;22.8;16.9;30.8;1.7;0.0;307.2
06.03.2022 11:00;56.7;21.2;0.30;23.5;17.5;35.5;2.4;0.0;500.8
06.03.2022 12:00;56.7;21.4;0.30;25.1;17.8;37.5;3.3;0.0;601.9
06.03.2022 13:00;57.2;27.0;0.30;24.5;18.8;50.8;4.5;0.0;646.1
06.03.2022 14:00;62.7;26.1;0.30;27.9;20.3;44.4;5.3;0.0;634.6
06.03.2022 15:00;62.0;36.2;0.40;29.0;21.1;64.1;6.3;0.0;557.9
06.03.2022 16:00;67.6;30.4;0.40;29.0;21.4;46.9;6.8;0.0;438.1
06.03.2022 17:00;77.3;21.3;0.30;27.4;21.0;29.2;6.9;0.0;280.9
06.03.2022 18:00;77.1;17.3;0.20;26.8;20.3;20.2;6.6;0.0;110.5
06.03.2022 19:00;73.1;18.0;0.20;27.6;21.1;19.8;5.3;0.0;2.5
06.03.2022 20:00;73.9;14.9;0.20;27.8;21.4;16.4;4.3;0.0;-4.1
06.03.2022 21:00;71.7;14.5;0.20;26.1;19.5;15.9;3.6;0.0;-4.0
06.03.2022 22:00;69.9;13.6;0.20;25.1;18.7;14.9;3.1;0.0;-4.0
06.03.2022 23:00;68.7;12.2;0.20;24.0;18.4;13.0;2.5;0.0;-3.6
07.03.2022 00:00;68.1;11.5;0.20;22.8;17.6;12.3;2.2;0.0;-3.6
07.03.2022 01:00;66.2;11.6;0.20;21.1;17.3;12.3;1.7;0.0;-4.0
07.03.2022 02:00;61.8;13.7;0.20;21.3;17.5;15.5;1.0;0.0;-4.8
07.03.2022 03:00;61.2;10.5;0.20;21.5;17.6;11.0;0.5;;-4.9
07.03.2022 04:00;57.9;12.4;0.20;22.2;18.2;13.3;0.1;;-4.5
07.03.2022 05:00;56.1;11.3;0.20;22.5;18.5;11.9;-0.6;0.0;-4.3
07.03.2022 06:00;50.4;15.6;0.20;23.0;18.8;17.5;-0.8;;-4.0
07.03.2022 07:00;45.1;21.6;0.20;22.9;18.6;27.0;-1.1;;-3.6
07.03.2022 08:00;41.3;27.2;0.30;24.0;19.0;36.1;-1.0;;21.1
07.03.2022 09:00;42.5;28.9;0.30;25.6;19.2;43.0;-0.4;;96.4
07.03.2022 10:00;49.2;22.9;0.20;27.1;20.4;36.6;0.8;;317.0
07.03.2022 11:00;41.9;32.9;0.30;31.1;22.3;69.0;1.9;0.0;484.8
07.03.2022 12:00;43.3;39.1;0.30;32.0;23.4;90.6;2.9;0.0;575.7
07.03.2022 13:00;49.6;31.4;0.30;32.6;24.6;64.2;4.1;0.0;634.2
07.03.2022 14:00;49.6;35.7;0.40;34.5;25.5;67.1;4.7;0.0;633.7
07.03.2022 15:00;51.8;40.6;0.40;36.8;25.7;95.0;5.8;0.0;560.1
07.03.2022 16:00;51.8;41.2;0.40;37.4;26.1;73.0;6.5;0.0;434.1
07.03.2022 17:00;50.6;44.5;0.40;38.4;26.3;74.8;6.7;0.0;282.0
07.03.2022 18:00;61.5;26.5;0.30;33.1;24.3;33.6;6.7;0.0;114.8
07.03.2022 19:00;53.1;30.5;0.30;33.3;24.0;35.0;5.4;0.0;2.8
07.03.2022 20:00;59.3;22.7;0.20;36.6;25.2;25.0;4.2;0.0;-4.4
07.03.2022 21:00;60.1;20.1;0.20;34.1;25.4;22.3;3.7;0.0;-4.0
07.03.2022 22:00;58.2;19.9;0.20;33.1;25.7;21.5;3.2;0.0;-5.0
07.03.2022 23:00;56.3;20.1;0.20;34.3;26.0;21.9;2.5;0.0;-4.8
08.03.2022 00:00;56.5;17.4;0.20;32.4;24.7;18.7;1.9;0.0;-4.4
08.03.2022 01:00;56.4;15.7;0.20;30.0;23.9;16.4;1.5;0.0;-4.1
08.03.2022 02:00;55.0;15.2;0.20;30.5;23.9;15.7;1.1;0.0;-4.1
08.03.2022 03:00;51.2;16.1;0.20;30.3;25.0;16.8;0.6;;-5.0
08.03.2022 04:00;50.2;15.5;0.20;31.6;25.9;16.2;0.3;;-4.3
08.03.2022 05:00;44.3;19.1;0.20;33.0;26.8;20.1;0.0;;-4.2
08.03.2022 06:00;37.8;25.8;0.20;32.9;26.6;31.6;-0.2;;-5.1
08.03.2022 07:00;38.8;28.7;0.30;33.8;27.2;35.3;-0.4;;-4.0
08.03.2022 08:00;24.6;47.9;0.40;34.8;28.3;82.0;-0.3;;20.7
08.03.2022 09:00;25.5;48.1;0.40;39.7;29.5;89.5;0.5;;100.1
08.03.2022 10:00;28.8;43.6;0.30;41.2;29.9;94.7;1.3;0.0;296.2
08.03.2022 11:00;29.1;44.7;0.40;42.1;30.6;103.0;2.4;0.0;493.8
08.03.2022 12:00;34.1;40.9;0.40;46.5;32.4;83.7;3.4;0.0;600.6
08.03.2022 13:00;40.5;36.0;0.40;46.8;33.6;68.0;4.6;0.0;653.3
08.03.2022 14:00;41.0;42.6;0.40;48.2;34.6;86.3;5.8;0.0;639.7
08.03.2022 15:00;39.7;48.4;0.40;51.3;36.1;104.5;6.8;0.0;572.9
08.03.2022 16:00;42.7;47.4;0.40;51.0;36.5;86.9;7.6;0.0;466.7
08.03.2022 17:00;43.2;53.0;0.50;49.1;36.1;97.3;7.9;0.0;301.2
08.03.2022 18:00;45.3;51.3;0.40;46.4;35.6;73.5;7.7;0.0;124.0
08.03.2022 19:00;25.1;70.0;0.50;45.1;35.1;88.2;7.5;0.0;7.3
08.03.2022 20:00;6.0;85.1;0.70;48.1;36.7;114.1;6.6;0.0;-6.0
08.03.2022 21:00;19.7;63.9;0.50;47.3;35.3;78.4;5.7;0.0;-6.0
08.03.2022 22:00;26.9;56.0;0.50;46.1;35.5;66.6;5.0;0.0;-6.5
08.03.2022 23:00;18.1;61.8;0.50;45.0;34.5;77.4;4.2;0.0;-6.7
09.03.2022 00:00;31.4;47.9;0.40;42.9;32.9;55.0;4.0;0.0;-5.9
09.03.2022 01:00;53.5;24.8;0.30;46.0;34.9;26.3;3.6;0.0;-5.0
09.03.2022 02:00;53.6;23.0;0.30;45.1;34.9;24.1;3.2;0.0;-5.2
09.03.2022 03:00;47.0;24.7;0.30;44.1;33.8;25.9;3.0;0.0;-5.4
09.03.2022 04:00;43.9;23.8;0.30;43.1;34.7;25.3;2.7;0.0;-5.6
09.03.2022 05:00;40.5;27.1;0.30;44.7;35.4;29.8;2.6;0.0;-5.4
09.03.2022 06:00;16.9;44.3;0.30;42.0;33.7;62.0;1.8;;-6.4
09.03.2022 07:00;24.6;46.3;0.40;41.7;33.1;66.9;2.0;;-4.5
09.03.2022 08:00;9.1;71.5;0.60;41.5;32.0;169.9;2.2;;17.7
09.03.2022 09:00;35.6;48.8;0.40;35.0;26.7;82.3;3.0;0.0;99.2
09.03.2022 10:00;41.2;43.8;0.30;40.2;25.2;79.4;4.1;0.0;306.1
09.03.2022 11:00;33.4;48.1;0.40;46.6;33.5;97.3;5.1;0.0;503.9
09.03.2022 12:00;41.0;41.8;0.40;47.4;35.3;80.2;6.5;0.0;605.7
09.03.2022 13:00;52.3;37.3;0.40;43.3;32.5;59.7;7.5;0.0;660.0
09.03.2022 14:00;63.5;41.4;0.40;40.1;29.5;62.0;9.1;0.0;648.7
09.03.2022 15:00;67.4;49.1;0.40;40.7;28.6;80.1;9.8;0.0;574.3
09.03.2022 16:00;76.7;40.5;0.30;32.8;22.0;59.0;10.4;0.0;456.4
09.03.2022 17:00;73.0;48.9;0.30;27.8;18.3;70.0;11.0;0.0;297.9
09.03.2022 18:00;70.3;45.5;0.40;28.3;21.2;56.5;10.6;0.0;121.0
09.03.2022 19:00;54.3;54.4;0.40;30.3;23.1;59.3;9.6;0.0;2.4
09.03.2022 20:00;8.4;96.5;0.70;28.8;21.4;130.7;8.5;0.0;-7.0
09.03.2022 21:00;18.1;82.7;0.60;32.8;23.6;108.2;7.5;0.0;-6.5
09.03.2022 22:00;11.1;73.1;0.50;31.5;23.8;93.9;6.0;0.0;-7.0
09.03.2022 23:00;11.1;74.0;0.60;30.1;23.6;99.2;5.8;0.0;-7.0
10.03.2022 00:00;21.0;59.7;0.40;28.2;22.6;69.7;5.3;0.0;-6.9
10.03.2022 01:00;44.7;40.8;0.30;29.2;22.6;45.1;5.5;0.0;-6.1
10.03.2022 02:00;63.8;24.1;0.20;27.5;21.1;25.5;5.7;0.0;-5.4
10.03.2022 03:00;50.8;24.6;0.20;24.9;18.6;25.5;4.4;0.0;-7.2
10.03.2022 04:00;36.3;35.6;0.20;23.0;17.9;37.2;3.3;0.0;-8.0
10.03.2022 05:00;36.5;32.7;0.20;22.4;17.4;36.0;3.2;0.0;-7.4
10.03.2022 06:00;20.3;49.7;0.30;22.3;16.5;71.7;3.2;0.0;-6.8
10.03.2022 07:00;10.8;68.0;0.40;22.2;15.9;110.0;2.8;0.0;-5.6
10.03.2022 08:00;4.8;83.2;0.70;24.6;16.6;179.5;2.9;;16.4
10.03.2022 09:00;39.4;49.7;0.40;27.6;19.4;88.3;4.2;0.0;102.4
10.03.2022 10:00;42.7;42.9;0.30;29.7;20.3;71.3;5.6;0.0;328.4
10.03.2022 11:00;29.5;63.6;0.40;43.7;24.5;123.9;7.0;0.0;527.8
10.03.2022 12:00;44.8;51.3;0.40;39.6;23.9;96.6;8.0;0.0;627.7
10.03.2022 13:00;59.3;40.9;0.40;32.2;21.1;70.3;8.8;0.0;675.9
10.03.2022 14:00;63.3;40.7;0.30;33.6;21.9;63.2;10.3;0.0;661.5
10.03.2022 15:00;66.3;46.4;0.40;35.4;23.3;76.5;11.0;0.0;586.9
10.03.2022 16:00;59.8;57.7;0.40;44.0;26.0;87.6;11.5;0.0;439.0
10.03.2022 17:00;70.5;45.6;0.40;41.7;28.3;61.1;11.8;0.0;321.9
10.03.2022 18:00;64.5;49.4;0.40;38.5;27.7;59.0;12.1;0.0;115.2
10.03.2022 19:00;40.9;68.9;0.50;37.9;28.2;76.2;11.0;0.0;2.8
10.03.2022 20:00;10.7;92.8;0.60;36.8;26.2;110.7;9.3;0.0;-6.9
10.03.2022 21:00;6.0;92.5;0.70;32.7;24.1;128.5;8.3;0.0;-6.9
10.03.2022 22:00;10.3;84.7;0.70;30.5;23.2;120.7;7.5;0.0;-6.8
10.03.2022 23:00;20.0;75.9;0.60;35.4;26.5;97.1;7.5;0.0;-6.3
11.03.2022 00:00;33.1;61.4;0.50;34.9;26.7;71.8;7.2;0.0;-6.1
11.03.2022 01:00;28.4;54.2;0.40;31.8;24.3;59.4;6.1;0.0;-7.1
11.03.2022 02:00;38.2;41.8;0.30;28.4;21.3;44.7;5.8;0.0;-6.9
11.03.2022 03:00;47.4;26.3;0.30;24.8;19.0;28.1;5.1;0.0;-7.1
11.03.2022 04:00;49.3;23.3;0.20;25.2;18.8;24.4;4.8;0.0;-7.3
11.03.2022 05:00;42.5;26.0;0.20;22.1;17.0;27.6;4.0;0.0;-6.9
11.03.2022 06:00;19.9;48.1;0.30;21.5;16.7;61.0;3.8;0.0;-6.0
11.03.2022 07:00;12.1;63.1;0.50;24.7;17.6;94.6;4.0;0.0;-5.1
11.03.2022 08:00;4.8;82.1;0.60;30.6;19.9;169.9;4.5;0.0;12.8
11.03.2022 09:00;32.4;54.3;0.40;33.8;22.6;100.5;5.5;0.0;130.8
11.03.2022 10:00;23.0;63.8;0.40;42.8;25.5;126.6;7.0;0.0;254.1
11.03.2022 11:00;18.9;68.7;0.50;60.2;30.5;145.3;8.2;0.0;422.0
11.03.2022 12:00;37.8;49.4;0.40;57.4;34.0;82.8;9.8;0.0;557.1
11.03.2022 13:00;46.6;43.9;0.50;48.9;32.4;72.7;9.8;0.0;515.5
11.03.2022 14:00;48.3;50.1;0.40;47.5;31.4;86.6;10.5;0.0;502.0
11.03.2022 15:00;54.3;47.0;0.40;47.2;30.9;74.0;11.2;0.0;436.9
11.03.2022 16:00;64.9;39.3;0.40;45.2;28.9;50.7;11.0;0.0;247.5
11.03.2022 17:00;71.0;39.8;0.50;35.9;23.4;54.0;11.5;0.0;218.2
11.03.2022 18:00;61.1;50.9;0.40;37.2;24.1;68.4;11.3;0.0;60.1
11.03.2022 19:00;38.4;65.5;0.50;34.9;23.1;76.1;11.0;0.0;0.4
11.03.2022 20:00;20.9;78.0;0.50;36.9;23.3;89.8;10.8;0.0;-5.1
11.03.2022 21:00;50.7;50.9;0.40;34.5;20.9;60.4;10.4;0.0;-5.2
11.03.2022 22:00;56.1;45.5;0.40;34.0;20.7;56.6;10.1;0.0;-5.2
11.03.2022 23:00;53.0;46.0;0.40;30.1;20.5;52.2;9.9;0.0;-5.2
12.03.2022 00:00;66.1;32.1;0.30;27.6;18.6;37.6;10.1;0.0;-4.9
12.03.2022 01:00;73.6;24.5;0.30;25.4;16.2;29.0;9.8;0.0;-5.0
12.03.2022 02:00;74.3;26.7;0.20;18.5;12.3;35.0;9.7;0.0;-4.9
12.03.2022 03:00;75.2;23.6;0.20;15.6;10.7;26.8;9.2;0.0;-4.9
12.03.2022 04:00;70.1;27.3;0.20;13.7;9.5;29.9;9.1;0.0;-5.5
12.03.2022 05:00;72.9;21.6;0.20;12.0;8.6;22.9;8.9;0.0;-5.6
12.03.2022 06:00;70.1;21.9;0.20;12.1;8.4;24.0;8.7;0.0;-5.2
12.03.2022 07:00;66.9;25.2;0.20;13.8;9.8;27.3;8.6;0.0;-3.7
12.03.2022 08:00;69.2;22.9;0.20;15.2;10.7;26.2;8.6;0.0;25.2
12.03.2022 09:00;70.5;22.2;0.30;16.2;10.4;27.4;9.0;0.0;121.1
12.03.2022 10:00;65.4;29.1;0.30;15.3;10.6;42.6;9.0;0.0;221.4
12.03.2022 11:00;76.3;23.2;0.30;15.2;10.9;32.3;10.0;0.0;320.0
12.03.2022 12:00;81.5;18.1;0.30;15.6;10.0;24.9;11.6;0.0;621.7
12.03.2022 13:00;75.8;30.8;0.30;16.6;10.8;49.4;12.8;0.0;644.1
12.03.2022 14:00;77.2;32.9;0.40;18.6;12.3;50.6;13.6;0.0;640.7
12.03.2022 15:00;77.3;35.5;0.40;21.1;14.1;53.1;14.2;0.0;571.9
12.03.2022 16:00;83.6;32.5;0.30;22.9;14.7;46.7;14.2;0.0;432.3
12.03.2022 17:00;83.4;35.6;0.30;19.6;13.2;50.6;14.1;0.0;247.2
12.03.2022 18:00;88.6;26.3;0.30;24.2;15.1;30.6;13.0;0.0;66.0
12.03.2022 19:00;81.9;27.8;0.30;24.2;15.0;33.0;12.7;0.0;1.4
12.03.2022 20:00;85.9;17.7;0.20;18.6;5.8;22.0;12.1;0.0;-4.4
12.03.2022 21:00;89.6;11.8;0.20;16.9;4.7;14.9;11.7;0.0;-3.1
12.03.2022 22:00;87.1;14.3;0.20;10.7;4.3;19.0;11.1;0.0;-3.1
12.03.2022 23:00;85.6;14.5;0.20;9.2;4.4;18.1;10.8;0.0;-4.0
13.03.2022 00:00;84.1;15.8;0.20;9.5;5.0;19.0;10.4;0.0;-5.0
13.03.2022 01:00;77.2;20.7;0.20;11.0;6.3;23.3;10.0;0.0;-4.9
13.03.2022 02:00;78.0;20.5;0.20;10.7;6.2;24.8;9.6;0.0;-5.0
13.03.2022 03:00;83.1;14.2;0.20;13.2;6.8;16.2;9.2;0.0;-4.2
13.03.2022 04:00;85.8;11.5;0.20;10.1;5.7;13.2;9.2;0.0;-4.0
13.03.2022 05:00;84.3;10.6;0.20;12.5;6.5;11.7;9.0;0.0;-3.6
13.03.2022 06:00;87.5;10.9;0.20;14.1;5.8;13.8;9.0;0.0;-3.2
13.03.2022 07:00;92.2;8.4;0.20;17.2;4.8;10.3;9.0;0.0;-1.5
13.03.2022 08:00;90.2;8.7;0.20;12.1;4.6;10.2;8.8;0.0;19.3
13.03.2022 09:00;85.9;11.1;0.20;11.2;5.4;13.4;8.9;0.0;83.1
13.03.2022 10:00;68.4;21.7;0.30;16.6;9.0;29.7;8.9;0.0;194.4
13.03.2022 11:00;73.3;19.7;0.20;17.2;10.4;28.1;10.2;0.0;422.4
13.03.2022 12:00;76.0;24.4;0.30;18.2;10.9;37.9;11.0;0.0;433.9
13.03.2022 13:00;85.0;22.2;0.30;17.2;10.5;30.3;11.7;0.0;346.6
13.03.2022 14:00;81.3;25.7;0.30;17.6;10.0;36.8;12.9;0.0;366.3
13.03.2022 15:00;76.3;29.5;0.30;20.0;11.6;38.2;12.4;0.0;207.5
13.03.2022 16:00;80.4;28.4;0.30;16.6;10.3;36.5;12.2;0.0;126.4
13.03.2022 17:00;67.5;37.4;0.30;20.3;12.3;47.1;11.4;0.0;37.1
13.03.2022 18:00;65.1;29.1;0.30;23.2;14.3;35.9;10.7;0.0;11.0
13.03.2022 19:00;60.5;35.3;0.30;20.8;13.1;43.9;10.8;0.0;-1.8
13.03.2022 20:00;64.7;29.6;0.30;23.4;13.4;38.0;10.4;0.0;-3.2
13.03.2022 21:00;74.1;21.0;0.30;11.5;6.3;26.8;9.1;0.0;-3.1
13.03.2022 22:00;80.3;18.6;0.40;6.9;3.5;27.8;8.2;0.0;-3.2
13.03.2022 23:00;78.6;12.2;0.20;8.7;2.4;17.0;7.1;0.1;-2.6
14.03.2022 00:00;77.1;12.3;0.20;3.5;1.4;19.6;5.7;0.8;-1.9
14.03.2022 01:00;81.6;7.6;0.20;1.3;0.5;9.1;5.0;0.5;-1.0
14.03.2022 02:00;81.4;7.0;0.20;1.3;0.5;7.9;4.7;0.8;-1.3
14.03.2022 03:00;80.7;7.3;0.20;0.7;0.4;8.3;4.7;0.0;-2.0
14.03.2022 04:00;79.1;7.3;0.20;1.0;0.4;7.9;4.7;0.0;-2.7
14.03.2022 05:00;76.4;8.2;0.20;0.8;0.4;9.0;4.8;0.0;-3.8
14.03.2022 06:00;71.3;15.8;0.20;1.1;0.7;19.7;4.8;0.0;-4.5
14.03.2022 07:00;58.6;27.5;0.20;3.1;1.9;35.0;4.7;0.0;-3.5
14.03.2022 08:00;41.0;43.1;0.30;5.2;3.2;58.5;4.7;0.0;15.8
14.03.2022 09:00;47.4;40.8;0.30;6.7;3.5;64.2;5.8;0.0;129.2
14.03.2022 10:00;39.8;49.4;0.30;16.3;5.1;87.0;7.2;0.0;331.5
14.03.2022 11:00;42.7;47.5;0.30;21.1;6.1;88.1;8.5;0.0;563.9
14.03.2022 12:00;52.1;39.8;0.30;19.0;6.2;70.8;9.2;0.0;657.4
14.03.2022 13:00;57.6;31.9;0.40;13.0;6.3;54.3;10.4;0.0;701.7
14.03.2022 14:00;58.3;38.5;0.40;14.7;6.6;71.8;11.3;0.0;683.9
14.03.2022 15:00;58.6;41.1;0.30;13.7;6.3;67.2;12.2;0.0;540.3
14.03.2022 16:00;60.8;39.8;0.30;16.7;6.8;64.1;12.8;0.0;410.6
14.03.2022 17:00;55.8;44.6;0.40;15.0;6.4;64.5;12.5;0.0;194.8
14.03.2022 18:00;57.8;45.9;0.40;13.9;6.9;60.1;11.7;0.0;63.6
14.03.2022 19:00;40.4;60.9;0.50;14.4;7.3;73.1;11.2;0.0;2.6
14.03.2022 20:00;39.9;52.8;0.40;16.6;7.8;64.7;10.7;0.0;-5.6
14.03.2022 21:00;49.2;42.4;0.30;12.4;6.2;50.8;10.4;0.0;-5.1
14.03.2022 22:00;51.3;33.8;0.30;12.9;6.1;37.9;10.2;0.0;-4.6
14.03.2022 23:00;50.3;33.9;0.30;11.7;6.4;38.8;10.1;0.0;-5.2
15.03.2022 00:00;51.1;29.3;0.30;12.5;7.3;32.0;10.0;0.0;-5.2
15.03.2022 01:00;53.8;26.8;0.30;12.5;7.4;28.8;9.7;0.0;-4.7
15.03.2022 02:00;51.8;19.5;0.20;15.3;9.4;23.5;8.9;0.3;-5.4
15.03.2022 03:00;51.9;15.4;0.20;12.7;8.6;16.1;8.1;0.5;-4.1
15.03.2022 04:00;44.7;17.1;0.20;13.1;9.2;18.7;8.0;0.8;-3.4
15.03.2022 05:00;41.3;21.9;0.30;17.9;12.9;25.1;7.4;1.4;-3.2
15.03.2022 06:00;34.5;24.7;0.30;17.4;12.7;32.6;7.4;1.2;-3.0
15.03.2022 07:00;38.3;28.8;0.30;18.8;13.8;43.8;6.9;0.9;-2.7
15.03.2022 08:00;29.4;41.3;0.30;16.4;11.8;60.1;7.6;0.1;0.9
15.03.2022 09:00;33.3;42.6;0.30;11.3;7.4;53.5;8.3;0.0;7.7
15.03.2022 10:00;20.5;47.5;0.40;16.0;9.7;68.3;7.6;0.0;30.2
15.03.2022 11:00;14.8;49.5;0.30;25.0;16.0;84.0;7.3;0.0;104.0
15.03.2022 12:00;33.5;38.1;0.30;21.1;13.7;64.1;8.2;0.0;201.1
15.03.2022 13:00;34.8;34.7;0.40;31.1;14.5;58.7;8.7;0.0;283.4
15.03.2022 14:00;32.4;40.8;0.40;25.3;12.4;69.3;9.5;0.0;187.5
15.03.2022 15:00;45.5;30.7;0.30;19.3;8.1;44.2;10.4;0.0;204.7
15.03.2022 16:00;43.7;35.0;0.30;17.6;6.2;50.7;11.7;0.0;213.5
15.03.2022 17:00;35.2;41.1;0.30;16.9;6.9;55.6;11.9;0.0;116.2
15.03.2022 18:00;23.3;50.8;0.40;24.0;8.9;79.1;11.5;0.0;59.1
15.03.2022 19:00;43.2;38.8;0.40;20.4;5.3;55.9;12.1;0.0;6.1
15.03.2022 20:00;33.5;48.9;0.50;19.5;5.0;67.0;12.1;0.0;-5.4
15.03.2022 21:00;32.0;46.6;0.50;21.3;6.8;61.7;12.2;0.0;-5.7
15.03.2022 22:00;18.3;58.1;0.50;17.5;6.2;83.1;11.5;0.0;-6.2
15.03.2022 23:00;24.6;46.8;0.50;17.1;7.0;62.2;11.5;0.0;-6.0
16.03.2022 00:00;26.3;43.0;0.30;16.5;6.9;53.3;11.1;0.0;-6.6
16.03.2022 01:00;31.6;26.8;0.30;14.0;6.1;29.8;10.2;0.0;-6.7
16.03.2022 02:00;22.9;27.1;0.30;13.0;5.3;30.5;9.1;0.0;-7.5
16.03.2022 03:00;24.2;18.2;0.20;11.2;5.0;20.3;8.3;0.0;-7.6
16.03.2022 04:00;23.5;18.1;0.20;11.5;4.9;21.1;8.1;0.0;-8.0
16.03.2022 05:00;26.6;19.7;0.20;13.8;6.2;22.2;8.1;0.0;-7.3
16.03.2022 06:00;9.1;34.8;0.30;13.3;4.6;72.6;7.8;0.0;-7.0
16.03.2022 07:00;3.0;49.0;0.50;16.4;5.6;128.6;7.8;0.0;-4.9
16.03.2022 08:00;4.7;55.3;0.60;21.8;6.9;158.7;8.2;0.0;55.1
16.03.2022 09:00;16.0;47.2;0.50;28.7;8.0;99.4;9.5;0.0;179.6
16.03.2022 10:00;8.2;60.1;0.50;41.4;11.5;148.7;10.7;0.0;230.9
16.03.2022 11:00;10.4;51.3;0.50;43.2;14.6;148.2;10.2;0.0;290.0
16.03.2022 12:00;20.8;41.9;0.40;32.9;12.2;98.9;10.4;0.0;355.6
16.03.2022 13:00;25.7;37.3;0.40;30.9;12.7;78.4;11.2;0.0;384.9
16.03.2022 14:00;26.0;35.6;0.40;29.2;13.1;71.1;12.0;0.0;383.9
16.03.2022 15:00;31.4;37.6;0.40;32.1;11.7;69.0;12.4;0.0;327.8
16.03.2022 16:00;27.2;43.3;0.40;31.2;12.2;76.7;12.6;0.0;225.0
16.03.2022 17:00;22.7;43.9;0.40;33.9;14.1;73.7;12.4;0.0;125.9
16.03.2022 18:00;16.6;51.6;0.50;30.8;13.6;83.4;11.8;0.0;44.0
16.03.2022 19:00;17.8;49.3;0.40;31.6;16.1;68.8;11.4;0.0;0.5
16.03.2022 20:00;22.2;43.4;0.40;30.0;16.7;52.7;11.4;0.0;-6.1
16.03.2022 21:00;2.3;58.3;0.60;29.4;15.7;106.6;11.2;0.0;-6.0
16.03.2022 22:00;2.3;48.4;0.60;24.3;13.5;96.9;10.7;0.0;-6.0
16.03.2022 23:00;2.8;42.8;0.50;23.8;13.2;68.9;10.4;0.0;-6.0
17.03.2022 00:00;2.1;41.0;0.60;23.7;13.0;75.8;9.9;0.0;-6.1
17.03.2022 01:00;3.2;42.3;0.40;23.5;14.8;73.4;9.8;0.0;-6.7
17.03.2022 02:00;6.5;31.8;0.30;21.5;14.5;39.8;9.2;0.0;-6.8
17.03.2022 03:00;9.9;31.8;0.30;24.3;15.8;40.5;9.3;0.0;-6.7
17.03.2022 04:00;10.4;25.8;0.30;24.6;16.4;31.5;8.8;0.0;-6.5
17.03.2022 05:00;9.2;22.4;0.30;25.4;17.3;26.9;8.2;0.0;-7.1
17.03.2022 06:00;4.3;29.4;0.30;27.3;19.1;69.4;8.0;0.0;-7.0
17.03.2022 07:00;2.5;34.0;0.40;30.4;20.5;81.8;7.9;0.0;-3.9
17.03.2022 08:00;2.1;44.0;0.70;33.9;22.2;170.8;8.3;0.0;37.8
17.03.2022 09:00;3.8;48.0;0.60;39.6;22.8;184.4;9.6;0.0;114.0
17.03.2022 10:00;7.8;44.3;0.50;39.5;21.4;123.6;10.0;0.0;235.4
17.03.2022 11:00;11.1;45.2;0.40;46.9;22.9;114.3;10.9;0.0;301.1
17.03.2022 12:00;16.2;39.2;0.40;47.6;23.4;97.4;11.9;0.0;423.6
17.03.2022 13:00;19.3;35.6;0.50;45.6;24.0;81.7;12.4;0.0;490.8
17.03.2022 14:00;37.7;29.8;0.40;42.8;21.5;57.0;15.2;0.0;495.6
17.03.2022 15:00;68.8;15.0;0.20;38.6;13.4;19.8;17.3;0.0;483.0
17.03.2022 16:00;72.8;14.8;0.20;47.3;14.2;19.0;17.0;0.0;333.1
17.03.2022 17:00;72.0;13.5;0.20;37.9;14.8;16.5;16.4;0.0;215.2
17.03.2022 18:00;62.2;16.0;0.20;36.0;15.8;19.4;15.5;0.0;93.0
