Station: Lausanne-César-Roux
Urban, traffic
Hourly means, PREC: Hourly sums
MEZ/CET
Source: NABEL/MeteoSchweiz
Date/time;O3 [ug/m3];NO2 [ug/m3];CO [mg/m3];PM10 [ug/m3];PM2.5 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C];PREC [mm];RAD [W/m2]
01.01.2022 01:00;7.9;36.5;0.30;19.5;9.6;65.6;7.4;0.0;-6.6
01.01.2022 02:00;2.4;51.1;0.50;27.1;14.8;122.1;6.5;0.0;-7.2
01.01.2022 03:00;17.7;29.3;0.30;15.3;7.7;48.6;7.3;0.0;-5.7
01.01.2022 04:00;9.7;47.5;0.30;14.9;6.8;91.0;7.2;0.0;-5.8
01.01.2022 05:00;17.0;33.3;0.30;11.7;5.6;58.9;7.4;0.0;-5.5
01.01.2022 06:00;4.3;43.9;0.30;13.3;6.6;114.3;6.2;0.0;-7.2
01.01.2022 07:00;8.5;35.4;0.30;13.3;6.3;72.0;5.7;0.0;-7.1
01.01.2022 08:00;7.3;35.7;0.40;12.1;5.6;73.1;5.8;0.0;-6.2
01.01.2022 09:00;9.4;31.7;0.30;11.5;5.5;52.1;5.5;0.0;3.0
01.01.2022 10:00;9.0;30.1;0.30;10.8;5.5;53.3;5.7;0.0;89.2
01.01.2022 11:00;8.9;28.9;0.30;14.4;7.4;55.9;7.2;0.0;239.6
01.01.2022 12:00;14.5;21.7;0.30;17.3;9.2;47.1;8.0;0.0;322.1
01.01.2022 13:00;12.3;24.6;0.30;19.5;10.4;58.7;8.6;0.0;335.4
01.01.2022 14:00;14.9;23.1;0.30;17.4;9.5;50.2;8.8;0.0;307.3
01.01.2022 15:00;13.3;25.3;0.30;19.3;10.5;57.5;9.0;0.0;260.6
01.01.2022 16:00;12.3;32.5;0.40;18.8;10.4;65.5;9.2;0.0;158.2
01.01.2022 17:00;18.4;35.2;0.40;15.3;7.8;58.0;9.2;0.0;18.3
01.01.2022 18:00;2.8;48.7;0.60;17.4;8.7;107.7;8.0;0.0;-6.6
01.01.2022 19:00;4.3;50.1;0.60;21.1;11.0;120.4;7.4;0.0;-6.7
01.01.2022 20:00;6.7;48.3;0.50;18.5;9.7;91.7;7.5;0.0;-5.9
01.01.2022 21:00;2.1;53.7;0.80;19.5;10.0;131.1;6.4;0.0;-6.9
01.01.2022 22:00;8.1;43.8;0.40;18.6;9.8;73.1;6.2;0.0;-5.6
01.01.2022 23:00;6.9;39.0;0.40;18.2;9.8;61.8;5.9;0.0;-6.1
02.01.2022 00:00;7.0;40.5;0.40;16.0;8.3;69.5;5.8;0.0;-6.4
02.01.2022 01:00;7.6;36.1;0.30;16.3;8.6;58.6;5.6;0.0;-6.3
02.01.2022 02:00;8.6;32.4;0.30;14.0;7.3;51.7;5.2;0.0;-6.5
02.01.2022 03:00;6.0;29.9;0.30;12.3;6.2;47.8;4.5;0.0;-6.9
02.01.2022 04:00;7.3;32.6;0.30;11.7;5.7;49.6;4.5;0.0;-6.7
02.01.2022 05:00;13.6;23.4;0.20;11.3;5.7;30.3;4.6;0.0;-6.0
02.01.2022 06:00;4.9;30.3;0.40;12.1;6.6;80.8;3.9;0.0;-6.1
02.01.2022 07:00;4.0;34.2;0.40;13.6;8.0;83.0;3.3;0.0;-5.4
02.01.2022 08:00;2.5;32.6;0.40;13.9;8.1;75.9;2.8;0.0;-4.8
02.01.2022 09:00;10.2;30.2;0.30;9.5;5.3;49.3;4.5;0.0;7.7
02.01.2022 10:00;9.3;33.2;0.40;11.1;6.0;66.9;5.4;0.0;115.0
02.01.2022 11:00;16.9;29.0;0.40;11.1;5.6;68.1;8.0;0.0;270.6
02.01.2022 12:00;10.9;34.7;0.50;13.8;6.5;71.4;8.4;0.0;103.2
02.01.2022 13:00;13.9;35.3;0.50;17.0;8.3;80.8;9.3;0.0;219.2
02.01.2022 14:00;27.2;27.8;0.30;11.7;5.5;44.4;10.3;0.0;99.4
02.01.2022 15:00;21.8;31.3;0.30;13.3;6.6;52.7;10.1;0.0;76.1
02.01.2022 16:00;26.4;32.1;0.30;10.3;4.8;47.7;10.7;0.0;46.0
02.01.2022 17:00;19.1;42.1;0.30;9.8;4.4;69.1;10.8;0.0;1.7
02.01.2022 18:00;22.2;38.1;0.30;9.4;4.5;57.3;11.0;0.0;-4.8
02.01.2022 19:00;12.3;45.4;0.40;12.8;6.1;71.4;10.8;0.0;-4.8
02.01.2022 20:00;13.1;43.5;0.40;12.6;6.2;65.1;10.9;0.0;-4.9
02.01.2022 21:00;10.7;43.4;0.40;14.8;7.5;67.8;10.6;0.0;-5.5
02.01.2022 22:00;14.8;39.4;0.30;16.9;8.6;57.7;10.4;0.0;-4.7
02.01.2022 23:00;22.7;26.6;0.30;17.7;8.8;32.4;10.4;0.0;-4.1
03.01.2022 00:00;24.4;25.5;0.30;17.7;8.5;34.1;10.2;0.0;-3.7
03.01.2022 01:00;29.8;21.1;0.30;14.8;7.5;24.6;9.9;0.0;-4.5
03.01.2022 02:00;41.3;13.9;0.20;12.7;5.8;15.3;10.0;0.0;-3.9
03.01.2022 03:00;47.9;11.9;0.20;11.3;4.7;13.8;10.3;0.0;-3.2
03.01.2022 04:00;42.8;12.9;0.20;9.8;4.4;14.8;9.8;0.0;-4.7
03.01.2022 05:00;40.6;18.5;0.20;10.1;4.3;21.3;9.6;0.0;-4.7
03.01.2022 06:00;37.0;20.4;0.20;10.0;4.1;27.4;9.4;0.0;-4.9
03.01.2022 07:00;29.9;34.0;0.30;11.0;4.2;50.5;9.6;0.0;-4.6
03.01.2022 08:00;20.9;41.2;0.30;10.8;4.4;56.0;9.3;0.0;-4.9
03.01.2022 09:00;20.8;39.6;0.30;11.1;4.5;52.3;9.2;0.0;4.7
03.01.2022 10:00;24.8;39.5;0.30;12.6;4.6;56.4;9.4;0.0;50.8
03.01.2022 11:00;32.4;34.3;0.30;12.0;4.8;52.4;9.6;0.0;117.3
03.01.2022 12:00;38.7;30.1;0.30;11.7;4.7;45.7;9.9;0.0;172.4
03.01.2022 13:00;43.8;27.5;0.30;12.8;4.5;40.5;10.4;0.0;174.2
03.01.2022 14:00;47.1;25.7;0.30;14.2;4.3;36.5;11.4;0.0;178.6
03.01.2022 15:00;37.9;39.3;0.30;11.9;4.2;62.3;10.4;0.0;61.8
03.01.2022 16:00;34.8;38.9;0.30;13.7;4.8;56.5;10.5;0.0;46.5
03.01.2022 17:00;38.2;38.1;0.40;11.7;4.3;58.4;10.2;0.0;7.7
03.01.2022 18:00;37.1;41.2;0.40;10.2;3.9;58.1;10.5;0.0;-4.1
03.01.2022 19:00;37.2;39.9;0.30;9.8;4.3;56.9;10.2;0.0;-5.6
03.01.2022 20:00;38.0;34.6;0.30;10.7;4.6;45.5;10.1;0.0;-4.4
03.01.2022 21:00;33.7;34.6;0.30;12.2;5.6;44.3;9.5;0.0;-3.9
03.01.2022 22:00;32.0;35.5;0.30;15.1;6.7;43.1;9.6;0.0;-4.0
03.01.2022 23:00;39.6;27.4;0.30;13.2;6.0;38.8;9.4;0.0;-4.0
04.01.2022 00:00;39.5;25.1;0.30;12.2;6.0;35.2;9.1;0.0;-3.2
04.01.2022 01:00;44.2;16.6;0.20;15.1;6.2;20.9;9.1;0.0;-2.6
04.01.2022 02:00;49.2;11.4;0.20;15.9;5.8;13.1;9.2;0.0;-2.6
04.01.2022 03:00;54.3;8.0;0.20;12.7;5.2;8.6;8.8;0.4;-2.8
04.01.2022 04:00;56.1;8.1;0.20;12.1;5.0;9.2;8.4;0.4;-2.0
04.01.2022 05:00;53.4;8.4;0.20;11.3;5.0;9.1;7.9;0.7;-2.0
04.01.2022 06:00;46.3;13.9;0.20;12.3;5.3;19.7;7.5;1.0;-2.9
04.01.2022 07:00;40.3;25.7;0.30;11.3;5.0;39.2;7.6;1.1;-2.9
04.01.2022 08:00;32.2;37.1;0.30;9.6;4.1;62.6;8.0;0.2;-3.1
04.01.2022 09:00;17.3;53.6;0.30;10.6;4.3;97.1;8.4;0.0;0.3
04.01.2022 10:00;;;0.30;11.9;4.3;;9.1;0.0;23.2
04.01.2022 11:00;;;;9.9;3.9;;9.8;0.0;95.3
04.01.2022 12:00;37.9;31.9;0.20;9.6;3.9;65.0;10.6;0.0;158.1
04.01.2022 13:00;41.1;26.8;0.30;15.4;4.2;42.0;11.6;0.0;208.0
04.01.2022 14:00;40.3;28.5;0.30;14.2;3.9;44.4;12.6;0.0;169.8
04.01.2022 15:00;45.3;27.7;0.30;15.6;3.4;47.1;13.0;0.0;44.2
04.01.2022 16:00;47.4;25.4;0.30;14.4;3.4;43.3;13.7;0.0;41.1
04.01.2022 17:00;47.7;24.2;0.30;14.8;3.7;42.5;13.4;0.0;5.7
04.01.2022 18:00;50.7;20.2;0.30;13.3;3.8;36.2;12.6;0.0;-1.7
04.01.2022 19:00;50.0;19.4;0.20;14.1;4.3;36.9;12.2;0.0;-1.7
04.01.2022 20:00;48.5;18.9;0.30;13.6;4.3;34.2;12.4;0.0;-1.5
04.01.2022 21:00;49.7;15.2;0.20;15.0;4.7;25.9;12.4;0.0;-1.8
04.01.2022 22:00;49.0;14.6;0.20;15.7;5.0;26.3;11.6;0.3;-2.8
04.01.2022 23:00;50.0;9.9;0.20;14.9;5.1;13.4;10.1;0.5;-1.4
05.01.2022 00:00;68.4;5.2;0.20;3.3;0.9;7.1;7.0;1.2;-2.6
05.01.2022 01:00;76.7;4.3;0.10;2.4;0.4;4.8;5.8;2.2;-2.0
05.01.2022 02:00;75.4;6.6;0.20;1.6;0.4;8.1;5.5;3.7;-2.8
05.01.2022 03:00;78.8;6.9;0.10;0.9;0.3;9.9;4.6;3.7;-3.4
05.01.2022 04:00;78.5;6.8;0.10;1.1;0.3;9.6;4.1;3.0;-2.5
05.01.2022 05:00;77.0;5.2;0.10;0.9;0.2;5.9;4.2;1.3;-2.4
05.01.2022 06:00;70.7;8.7;0.20;1.3;0.3;13.5;3.9;0.0;-1.0
05.01.2022 07:00;63.2;14.6;0.20;1.5;0.3;21.0;3.4;0.0;-1.0
05.01.2022 08:00;53.1;24.2;0.20;2.0;0.6;35.5;3.3;0.1;-1.3
05.01.2022 09:00;48.2;24.4;0.20;3.2;0.7;32.0;3.5;0.0;2.6
05.01.2022 10:00;50.0;17.1;0.20;3.4;1.0;24.3;2.9;0.0;35.3
05.01.2022 11:00;58.1;11.7;0.20;4.5;1.2;19.1;2.0;0.0;53.5
05.01.2022 12:00;49.4;19.2;0.20;9.5;2.7;26.9;2.1;0.0;68.2
05.01.2022 13:00;53.9;13.7;0.20;8.6;3.0;18.8;2.4;0.0;157.7
05.01.2022 14:00;58.8;12.4;0.20;6.2;1.7;18.2;3.3;0.0;327.1
05.01.2022 15:00;58.9;14.6;0.20;6.4;1.7;22.5;3.7;0.0;239.4
05.01.2022 16:00;58.6;16.8;0.20;6.3;1.9;25.7;3.6;0.0;174.9
05.01.2022 17:00;53.5;19.7;0.20;6.8;2.1;24.1;2.6;0.0;16.2
05.01.2022 18:00;50.7;23.0;0.20;8.1;2.5;31.2;2.1;0.0;-3.2
05.01.2022 19:00;51.0;21.2;0.20;10.2;3.4;28.2;1.8;0.0;-3.7
05.01.2022 20:00;51.1;17.7;0.20;9.5;3.3;20.7;1.8;0.0;-3.6
05.01.2022 21:00;47.2;19.1;0.20;9.7;3.4;22.8;1.7;0.0;-4.2
05.01.2022 22:00;53.5;12.6;0.20;9.0;3.0;14.3;1.2;0.0;-3.8
05.01.2022 23:00;56.3;11.8;0.20;8.2;3.0;14.4;1.3;0.0;-3.0
06.01.2022 00:00;57.9;8.6;0.20;8.5;3.2;10.2;1.2;0.0;-3.0
06.01.2022 01:00;56.3;7.9;0.20;9.8;3.7;8.7;1.1;0.0;-2.9
06.01.2022 02:00;54.3;8.5;0.20;8.1;3.2;9.1;1.2;0.0;-3.1
06.01.2022 03:00;54.7;6.7;0.20;7.7;3.1;7.2;1.1;0.0;-3.2
06.01.2022 04:00;56.2;5.8;0.10;8.1;3.0;6.4;1.0;0.0;-3.0
06.01.2022 05:00;56.0;5.4;0.10;6.5;2.6;5.8;1.0;0.0;-4.0
06.01.2022 06:00;52.1;7.6;0.10;7.6;3.1;8.8;0.4;0.0;-4.6
06.01.2022 07:00;50.9;12.7;0.20;7.5;2.8;15.0;0.5;0.0;-4.0
06.01.2022 08:00;41.2;23.0;0.20;8.0;2.9;27.7;0.5;0.0;-4.0
06.01.2022 09:00;39.5;27.9;0.20;10.9;2.9;46.3;0.7;0.0;5.7
06.01.2022 10:00;38.5;29.2;0.20;18.0;3.3;45.6;1.1;0.0;110.9
06.01.2022 11:00;40.2;26.9;0.20;8.0;2.9;46.3;2.0;0.0;247.4
06.01.2022 12:00;48.5;17.6;0.20;7.5;2.7;29.6;3.2;0.0;340.0
06.01.2022 13:00;54.5;10.4;0.20;7.7;2.8;15.5;4.0;0.0;375.7
06.01.2022 14:00;54.5;11.8;0.20;6.4;2.5;18.9;4.2;0.0;306.1
06.01.2022 15:00;55.6;11.5;0.20;5.6;2.0;17.0;4.6;0.0;265.5
06.01.2022 16:00;50.3;14.0;0.20;5.6;2.3;19.3;4.4;0.0;163.3
06.01.2022 17:00;46.8;16.4;0.20;5.7;2.6;21.3;3.7;0.0;19.3
06.01.2022 18:00;41.0;20.5;0.20;7.3;3.1;25.7;2.8;0.0;-4.0
06.01.2022 19:00;45.8;13.9;0.20;6.7;3.1;16.4;2.3;0.0;-4.0
06.01.2022 20:00;42.8;14.8;0.20;8.2;4.0;17.7;1.9;0.0;-4.0
06.01.2022 21:00;41.0;14.5;0.20;9.7;4.8;16.3;1.5;0.0;-4.0
06.01.2022 22:00;37.8;17.1;0.30;11.7;5.6;20.6;1.4;0.0;-4.4
06.01.2022 23:00;34.5;18.8;0.20;12.2;6.4;25.3;0.7;0.0;-5.1
07.01.2022 00:00;39.5;15.2;0.20;11.7;5.7;19.1;0.5;0.0;-5.0
07.01.2022 01:00;44.5;12.2;0.20;7.8;3.8;13.4;0.2;0.0;-5.3
07.01.2022 02:00;40.3;14.0;0.20;6.8;3.6;15.3;-0.1;0.0;-5.1
07.01.2022 03:00;39.4;14.0;0.20;6.1;3.3;15.0;-0.2;0.0;-5.0
07.01.2022 04:00;40.3;12.9;0.20;5.7;3.1;14.3;-0.3;0.0;-5.0
07.01.2022 05:00;36.5;16.5;0.20;5.7;3.1;19.3;-0.1;0.0;-3.7
07.01.2022 06:00;43.0;14.8;0.20;6.1;3.0;21.6;0.2;0.0;-3.9
07.01.2022 07:00;38.2;21.3;0.20;6.2;3.0;34.9;0.1;0.0;-3.6
07.01.2022 08:00;35.7;28.6;0.20;9.9;3.2;49.9;0.0;0.0;-3.8
07.01.2022 09:00;35.7;29.9;0.20;6.4;2.9;51.9;-0.1;0.0;4.8
07.01.2022 10:00;38.9;27.0;0.20;6.4;2.6;48.6;-0.1;0.0;118.6
07.01.2022 11:00;39.7;29.7;0.20;10.0;3.2;62.9;1.0;0.0;226.8
07.01.2022 12:00;34.8;32.9;0.30;9.8;3.9;64.8;1.2;0.0;95.3
07.01.2022 13:00;30.0;34.9;0.30;12.1;5.7;65.7;1.1;0.0;54.5
07.01.2022 14:00;26.3;46.1;0.30;10.3;5.5;100.3;1.1;0.1;62.5
07.01.2022 15:00;29.3;42.2;0.30;9.8;5.1;83.2;1.4;0.1;40.7
07.01.2022 16:00;27.6;40.7;0.30;11.3;6.2;76.8;0.9;0.0;17.5
07.01.2022 17:00;34.2;32.7;0.30;10.0;5.6;53.8;0.5;0.1;1.3
07.01.2022 18:00;36.3;33.6;0.30;10.1;5.4;58.1;0.8;0.0;-1.2
07.01.2022 19:00;32.1;41.5;0.30;9.4;5.0;70.4;1.1;0.0;-2.1
07.01.2022 20:00;29.3;38.6;0.30;12.9;7.6;66.7;1.1;0.0;-2.4
07.01.2022 21:00;32.0;33.8;0.30;13.2;7.8;50.1;1.3;0.0;-3.5
07.01.2022 22:00;35.9;29.2;0.30;13.5;8.2;42.3;1.5;0.0;-3.2
07.01.2022 23:00;46.3;19.4;0.30;10.5;6.6;26.6;1.4;0.0;-1.7
08.01.2022 00:00;44.1;20.5;0.20;10.8;6.5;28.3;1.4;0.0;-1.7
08.01.2022 01:00;44.1;20.2;0.20;10.8;6.0;27.8;1.2;0.0;-2.0
08.01.2022 02:00;54.9;12.6;0.20;9.2;5.2;17.6;1.3;0.2;-1.8
08.01.2022 03:00;56.4;11.4;0.20;6.9;3.9;16.0;0.8;0.7;-1.6
08.01.2022 04:00;55.3;11.5;0.20;4.8;2.7;15.7;0.6;0.7;-1.1
08.01.2022 05:00;55.8;17.8;0.20;1.5;0.8;37.0;0.3;1.0;0.0
08.01.2022 06:00;58.8;17.2;0.20;1.7;0.7;27.2;1.3;0.0;-0.9
08.01.2022 07:00;49.0;24.9;0.20;3.0;1.1;34.4;1.7;0.0;-2.7
08.01.2022 08:00;33.4;40.8;0.20;6.1;1.8;59.7;2.0;0.0;-3.3
08.01.2022 09:00;45.4;29.4;0.20;4.1;1.3;38.1;2.3;0.0;3.6
08.01.2022 10:00;46.1;27.3;0.20;4.6;1.4;35.1;2.1;0.0;38.4
08.01.2022 11:00;44.5;28.6;0.20;5.2;1.6;42.1;2.4;0.0;60.3
08.01.2022 12:00;43.1;30.9;0.20;5.7;2.2;57.3;2.7;0.0;87.2
08.01.2022 13:00;43.2;28.8;0.30;7.5;3.1;50.2;2.9;0.0;140.3
08.01.2022 14:00;43.1;28.7;0.30;6.9;3.3;45.6;3.0;0.0;103.7
08.01.2022 15:00;41.7;31.9;0.30;6.7;3.2;52.7;3.2;0.0;129.7
08.01.2022 16:00;43.6;36.5;0.30;5.0;2.6;63.0;3.5;0.0;50.1
08.01.2022 17:00;47.1;33.1;0.30;5.0;2.4;54.0;3.7;0.0;7.1
08.01.2022 18:00;41.9;40.4;0.30;6.3;3.0;67.2;3.7;0.0;-2.3
08.01.2022 19:00;37.2;40.8;0.30;8.9;4.5;66.3;3.6;0.0;-2.9
08.01.2022 20:00;50.8;27.0;0.30;8.1;4.1;42.7;2.7;0.2;-2.7
08.01.2022 21:00;53.2;24.8;0.30;7.6;3.8;38.2;1.7;0.7;-1.6
08.01.2022 22:00;55.2;19.6;0.20;6.9;3.7;29.5;1.6;0.6;-1.1
08.01.2022 23:00;55.1;18.4;0.20;6.7;3.7;27.0;1.7;0.2;-1.0
09.01.2022 00:00;59.4;17.2;0.20;4.6;2.3;24.7;2.3;1.0;-1.0
09.01.2022 01:00;61.4;16.2;0.20;3.9;1.9;24.8;3.1;0.3;-0.9
09.01.2022 02:00;66.0;15.1;0.20;3.2;1.5;24.8;4.6;0.2;-1.2
09.01.2022 03:00;81.6;6.0;0.10;3.0;1.0;9.5;4.5;0.8;-1.0
09.01.2022 04:00;83.3;7.0;0.10;1.8;0.6;10.5;4.1;0.2;-1.3
09.01.2022 05:00;81.3;6.3;0.20;2.8;0.9;9.4;4.4;0.0;-1.1
09.01.2022 06:00;77.8;8.9;0.20;3.4;1.0;15.2;4.0;0.0;-1.1
09.01.2022 07:00;75.8;11.9;0.20;5.0;1.5;17.8;3.8;0.0;-1.9
09.01.2022 08:00;75.0;9.6;0.20;2.7;1.0;13.9;2.7;0.0;-2.3
09.01.2022 09:00;71.9;14.2;0.20;6.4;1.8;22.3;3.4;0.0;6.4
09.01.2022 10:00;70.3;12.2;0.20;5.9;1.9;17.6;1.9;0.9;8.0
09.01.2022 11:00;62.2;21.0;0.20;4.0;1.4;30.5;1.6;0.1;63.1
09.01.2022 12:00;63.4;21.2;0.20;5.8;1.8;35.5;3.8;0.0;167.2
09.01.2022 13:00;63.2;20.5;0.20;5.9;1.9;39.1;3.1;0.0;91.3
09.01.2022 14:00;58.1;27.0;0.30;5.6;2.0;47.4;3.2;0.0;101.3
09.01.2022 15:00;55.0;26.1;0.30;6.0;2.2;43.0;3.6;0.0;32.7
09.01.2022 16:00;54.8;27.9;0.30;4.8;2.0;43.7;2.4;0.3;5.3
09.01.2022 17:00;45.5;37.8;0.30;4.9;2.2;63.1;2.4;0.6;4.0
09.01.2022 18:00;46.0;36.8;0.30;6.2;2.8;56.5;2.1;0.2;-3.2
09.01.2022 19:00;53.1;28.2;0.20;7.0;3.3;42.1;1.6;0.4;-2.8
09.01.2022 20:00;50.4;31.4;0.20;8.6;4.1;42.9;2.0;0.2;-3.0
09.01.2022 21:00;41.3;35.6;0.30;8.5;4.1;58.6;2.4;0.1;-2.9
09.01.2022 22:00;43.4;27.3;0.30;9.0;4.5;37.4;2.6;0.0;-2.5
09.01.2022 23:00;47.0;19.7;0.20;10.2;5.1;27.0;2.3;0.0;-2.0
10.01.2022 00:00;51.0;15.8;0.20;9.8;4.9;19.1;2.3;0.0;-2.0
10.01.2022 01:00;54.5;12.0;0.20;7.6;4.4;13.2;2.3;0.0;-2.0
10.01.2022 02:00;60.9;7.8;0.20;4.9;2.8;8.3;2.0;0.5;-3.4
10.01.2022 03:00;63.3;5.3;0.20;3.7;2.2;5.7;2.0;0.0;-3.7
10.01.2022 04:00;59.2;5.7;0.20;4.9;2.7;5.9;2.0;0.0;-4.3
10.01.2022 05:00;54.7;9.3;0.20;4.8;2.7;10.2;2.0;0.0;-4.1
10.01.2022 06:00;61.7;10.8;0.10;3.2;1.6;12.1;1.6;0.0;-4.8
10.01.2022 07:00;63.9;13.0;0.10;3.1;1.3;14.7;1.5;0.0;-4.0
10.01.2022 08:00;58.5;17.9;0.20;3.7;1.5;21.1;1.4;0.0;-3.8
10.01.2022 09:00;59.4;16.1;0.20;4.5;2.2;19.6;1.3;0.0;6.3
10.01.2022 10:00;61.2;12.6;0.10;4.0;1.9;16.8;1.8;0.0;100.8
10.01.2022 11:00;55.9;16.1;0.20;4.3;2.2;22.9;2.7;0.0;260.3
10.01.2022 12:00;55.5;16.7;0.20;5.4;2.5;25.1;3.4;0.0;349.4
10.01.2022 13:00;56.7;16.9;0.20;6.6;3.1;24.6;3.8;0.0;390.9
10.01.2022 14:00;59.7;15.8;0.20;6.3;2.7;22.6;4.0;0.0;376.9
10.01.2022 15:00;53.2;21.3;0.20;6.5;2.8;31.6;4.4;0.0;307.2
10.01.2022 16:00;55.6;18.5;0.20;6.5;2.9;25.1;4.2;0.0;196.1
10.01.2022 17:00;52.2;21.8;0.20;7.7;3.3;27.9;3.5;0.0;26.9
10.01.2022 18:00;54.8;17.5;0.20;7.6;3.7;21.1;2.5;0.0;-2.8
10.01.2022 19:00;51.6;18.2;0.20;9.1;4.9;21.5;1.9;0.0;-3.9
10.01.2022 20:00;49.9;18.0;0.20;11.5;6.2;21.7;1.5;0.0;-3.7
10.01.2022 21:00;53.5;13.5;0.20;13.0;7.3;15.9;1.3;0.0;-3.3
10.01.2022 22:00;51.7;14.1;0.20;13.9;8.0;17.0;1.2;0.0;-3.7
10.01.2022 23:00;51.2;13.5;0.20;14.4;8.3;16.2;1.2;0.0;-3.7
11.01.2022 00:00;46.9;14.8;0.20;16.7;9.5;16.7;1.0;0.0;-3.8
11.01.2022 01:00;46.9;13.3;0.20;14.5;9.8;15.2;1.0;0.0;-3.2
11.01.2022 02:00;47.7;12.4;0.20;14.1;9.4;13.8;0.9;0.0;-3.2
11.01.2022 03:00;47.8;11.3;0.20;14.8;10.0;12.5;0.7;0.0;-3.0
11.01.2022 04:00;49.1;10.3;0.20;13.8;9.4;11.1;0.6;0.0;-3.0
11.01.2022 05:00;50.6;9.9;0.20;12.9;8.7;11.0;0.6;0.0;-3.0
11.01.2022 06:00;49.3;11.8;0.20;12.2;8.3;14.0;0.6;0.0;-3.0
11.01.2022 07:00;44.9;18.4;0.20;13.0;8.4;23.8;0.7;0.0;-3.0
11.01.2022 08:00;40.4;22.9;0.20;12.8;8.4;32.7;0.8;0.0;-2.6
11.01.2022 09:00;39.5;26.1;0.30;12.9;8.4;39.1;0.8;0.0;5.9
11.01.2022 10:00;39.2;25.2;0.20;13.8;8.6;37.5;1.1;0.0;48.7
11.01.2022 11:00;42.1;22.1;0.20;13.2;8.5;35.0;1.9;0.0;95.0
11.01.2022 12:00;40.3;26.3;0.20;14.6;7.8;50.5;2.0;0.0;146.3
11.01.2022 13:00;49.3;14.6;0.20;13.4;7.8;22.9;3.3;0.0;365.8
11.01.2022 14:00;43.3;21.5;0.20;15.4;8.3;37.0;3.6;0.0;382.2
11.01.2022 15:00;44.4;19.4;0.20;14.6;8.1;29.1;3.9;0.0;304.8
11.01.2022 16:00;42.1;21.4;0.20;15.2;8.1;31.6;3.8;0.0;194.3
11.01.2022 17:00;38.5;25.3;0.20;13.3;8.1;36.9;2.8;0.0;29.1
11.01.2022 18:00;40.2;24.2;0.20;12.9;7.9;30.9;2.0;0.0;-2.1
11.01.2022 19:00;40.6;23.0;0.20;12.8;8.1;28.2;1.5;0.0;-3.7
11.01.2022 20:00;44.2;19.3;0.20;13.5;8.8;22.7;1.1;0.0;-3.9
11.01.2022 21:00;49.5;14.7;0.20;14.1;9.2;17.0;0.9;0.0;-3.9
11.01.2022 22:00;50.7;13.6;0.20;14.7;9.6;16.0;0.6;0.0;-3.9
11.01.2022 23:00;52.1;12.0;0.20;14.7;9.7;13.3;0.3;0.0;-3.8
12.01.2022 00:00;51.7;11.9;0.20;13.8;9.5;13.8;0.1;0.0;-3.9
12.01.2022 01:00;51.5;12.7;0.20;13.7;9.6;14.5;0.2;0.0;-3.3
12.01.2022 02:00;54.6;9.8;0.20;14.2;9.7;10.4;0.0;0.0;-3.7
12.01.2022 03:00;54.0;8.9;0.20;14.8;10.3;9.4;-0.3;0.0;-4.2
12.01.2022 04:00;51.8;9.9;0.20;15.5;10.7;10.3;-0.6;0.0;-4.0
12.01.2022 05:00;51.9;9.4;0.20;16.1;11.2;10.3;-0.8;0.0;-3.3
12.01.2022 06:00;50.0;10.4;0.20;17.1;11.7;11.7;-0.9;0.0;-3.3
12.01.2022 07:00;45.3;14.0;0.20;17.9;12.4;17.0;-1.2;0.0;-3.3
12.01.2022 08:00;42.0;18.5;0.20;18.2;12.5;24.3;-1.4;0.0;-3.0
12.01.2022 09:00;39.9;21.4;0.20;18.5;12.5;29.2;-1.3;0.0;16.1
12.01.2022 10:00;41.4;20.4;0.20;18.5;12.5;30.4;-1.0;0.0;138.6
12.01.2022 11:00;43.3;19.3;0.20;21.0;12.9;30.6;-0.3;0.0;284.6
12.01.2022 12:00;40.6;21.7;0.20;23.3;13.4;35.5;0.6;0.0;334.7
12.01.2022 13:00;43.1;19.4;0.20;22.7;13.3;29.7;1.2;0.0;380.3
12.01.2022 14:00;36.5;28.4;0.20;22.7;13.4;49.5;1.5;0.0;371.3
12.01.2022 15:00;42.6;22.4;0.20;24.2;13.4;33.3;2.2;0.0;308.4
12.01.2022 16:00;41.4;25.3;0.20;22.6;12.9;37.1;2.3;0.0;195.4
12.01.2022 17:00;39.8;27.4;0.20;21.1;11.9;37.1;1.9;0.0;30.8
12.01.2022 18:00;32.7;35.0;0.30;19.8;11.3;45.5;1.2;0.0;-3.4
12.01.2022 19:00;38.4;27.1;0.20;20.4;12.3;35.1;0.5;0.0;-4.4
12.01.2022 20:00;34.5;27.4;0.20;22.2;13.6;34.6;0.1;0.0;-4.4
12.01.2022 21:00;35.1;24.6;0.20;22.6;14.6;30.1;-0.4;0.0;-3.9
12.01.2022 22:00;37.7;20.8;0.20;23.6;15.4;23.3;-0.6;0.0;-3.4
12.01.2022 23:00;35.8;21.0;0.20;24.2;16.2;23.3;-0.9;0.0;-3.7
13.01.2022 00:00;33.3;22.7;0.20;25.3;16.8;26.3;-1.2;0.0;-4.1
13.01.2022 01:00;31.2;25.3;0.20;25.3;17.1;28.0;-1.2;0.0;-4.7
13.01.2022 02:00;32.1;21.3;0.20;25.3;17.1;23.2;-1.9;0.0;-5.3
